lookback_window,forecast_date,start_price,actual_final_price,median_mc_final_price,mean_mc_final_price,p16_final,p84_final,p025_final,p975_final,in_68_band,in_95_band,abs_pct_error_final,prob_mc_final_below_actual,prob_mc_final_above_actual,mu_daily_used,sigma_daily_used,ann_mu_used,ann_vol_used,n_sims,horizon_days,step_days
30,2021-01-15,20.709726333618164,42.7531623840332,26.384687423706055,34.59382859396935,11.547364234924316,57.28425979614258,5.753353118896484,116.97241973876953,True,True,38.285998152127796,0.74,0.26,0.0056439900531598365,0.07983971627177686,2.0600563694033402,1.525335637635405,1000,90,1
30,2021-01-16,20.21839714050293,42.10155487060547,27.94497776031494,38.55731775403023,12.670052528381348,60.13192367553711,5.977118968963623,131.3005828857422,True,True,33.624832037199624,0.679,0.321,0.0071923923438219645,0.08339751760167283,2.625223205495017,1.5933073366034203,1000,90,1
30,2021-01-17,23.166772842407227,40.372066497802734,29.221946716308594,40.80070163178444,13.82402515411377,67.13130187988281,5.970187187194824,144.7787628173828,True,True,27.618402397363017,0.664,0.336,0.006772347451590004,0.0836615130713583,2.4719068198303513,1.5983509629699622,1000,90,1
30,2021-01-18,22.03626251220703,39.06591033935547,37.41610336303711,49.569235330820085,16.210525512695312,78.7110366821289,7.1540045738220215,185.58999633789062,True,True,4.223137159705004,0.522,0.478,0.008986676226632656,0.08656478201527074,3.2801368227209196,1.6538178382618924,1000,90,1
30,2021-01-19,20.754093170166016,35.8793830871582,28.969749450683594,41.68463135623932,12.479748725891113,68.47916412353516,6.233975410461426,144.8427734375,True,True,19.257949947717123,0.58,0.42,0.008176310814585749,0.0873913833515719,2.9843534473237985,1.6696100346179674,1000,90,1
30,2021-01-20,21.846776962280273,38.95063400268555,30.441279411315918,44.235335656046864,13.709471702575684,69.90501403808594,5.577523708343506,154.17184448242188,True,True,21.8465111268354,0.627,0.373,0.007706971546090991,0.08807483314353584,2.8130446143232115,1.6826673245595853,1000,90,1
30,2021-01-21,18.424272537231445,36.43635940551758,29.854915618896484,41.783006315708614,12.794210433959961,69.26177978515625,5.964423656463623,145.76657104492188,True,True,18.06284682114663,0.599,0.401,0.009517428484174074,0.08721029637001632,3.473861396723537,1.6661503726930889,1000,90,1
30,2021-01-22,21.629497528076172,35.23340606689453,24.77533531188965,36.491439417839054,9.898934364318848,59.30591583251953,4.238559246063232,139.86883544921875,True,True,29.682258749406955,0.671,0.329,0.006078298123342619,0.09372322098782646,2.218578815020056,1.790579622804171,1000,90,1
30,2021-01-23,24.761531829833984,35.05847930908203,48.36623954772949,68.99434180021287,19.67414093017578,114.8087387084961,9.16015911102295,254.92945861816406,True,True,37.95874921249089,0.37,0.63,0.011526946569148785,0.09120244718485171,4.207335497739306,1.7424203069192483,1000,90,1
30,2021-01-24,24.701858520507812,31.125198364257812,52.45927810668945,78.17131037950516,21.842546463012695,128.09091186523438,10.851655006408691,308.3822326660156,True,True,68.54279125472284,0.272,0.728,0.01267340853734449,0.09317435657448406,4.625794116130739,1.7800935829108033,1000,90,1
30,2021-01-25,23.54012107849121,31.540620803833008,49.14216232299805,73.17869779634476,19.05819320678711,122.9057388305664,8.758098602294922,277.5248718261719,True,True,55.805945065691276,0.304,0.696,0.01267466804689537,0.09317357910301079,4.62625383711681,1.7800787293391627,1000,90,1
30,2021-01-26,23.025863647460938,35.135986328125,51.896711349487305,74.80984159994125,20.191364288330078,119.96939849853516,7.9971466064453125,314.53485107421875,True,True,47.70244633191354,0.338,0.662,0.012733488837353795,0.0930751155692099,4.647723425634135,1.778197586167226,1000,90,1
30,2021-01-27,21.07044792175293,36.808067321777344,37.95576858520508,54.32465122008324,15.11153793334961,85.32234191894531,6.314439296722412,194.07423400878906,True,True,3.11806988776262,0.483,0.517,0.01068267360869074,0.09234190878993882,3.8991758671721204,1.764189690317859,1000,90,1
30,2021-01-28,23.110902786254883,36.2208366394043,33.27450752258301,50.3166550257206,13.084817886352539,84.81703186035156,5.392745494842529,208.85128784179688,True,True,8.134348596509245,0.545,0.455,0.008532079380451784,0.09441203607676922,3.1142089738649013,1.8037394166006429,1000,90,1
30,2021-01-29,22.7734432220459,36.44501876831055,42.33554649353027,63.41814384627342,18.043214797973633,101.41364288330078,8.099807739257812,248.7161102294922,True,True,16.162778684975244,0.43,0.57,0.011244250053110203,0.0938930221344018,4.104151269385224,1.7938236691544998,1000,90,1
30,2021-01-30,23.59402847290039,38.12850570678711,43.873403549194336,63.245732036590574,19.112695693969727,102.32048034667969,8.09947681427002,222.86618041992188,True,True,15.067199031050936,0.418,0.582,0.011748486688270894,0.09330418848919368,4.2881976412188765,1.7825740181585303,1000,90,1
30,2021-01-31,22.598434448242188,41.11626052856445,44.84484100341797,68.40648718380928,18.733369827270508,111.46728515625,7.231428623199463,265.5426025390625,True,True,9.068384203527401,0.465,0.535,0.01231335926082743,0.09323389950382187,4.494376130202012,1.781231148978536,1000,90,1
30,2021-02-01,22.839641571044922,39.50485610961914,39.884830474853516,56.71785487246513,16.413822174072266,92.10015106201172,7.244935512542725,212.27871704101562,True,True,0.961842169934779,0.495,0.505,0.010727520271707053,0.0938854373259892,3.9155448991730744,1.7936787615932428,1000,90,1
30,2021-02-02,23.713613510131836,42.05980682373047,39.85593605041504,58.48144619083404,16.163015365600586,97.41433715820312,7.068645000457764,211.36111450195312,True,True,5.239849965435384,0.529,0.471,0.010423542601279945,0.09389491345120517,3.80459304946718,1.7938598027112926,1000,90,1
30,2021-02-03,25.073034286499023,45.68613815307617,38.48068428039551,57.5013157299757,17.13731575012207,94.68473815917969,7.064841270446777,216.7386016845703,True,True,15.7716413861422,0.562,0.438,0.009204952559083553,0.09242044408457945,3.3598076840654967,1.765690105015223,1000,90,1
30,2021-02-04,24.49896240234375,49.42929458618164,43.565338134765625,64.53339735102654,18.25301742553711,104.3073501586914,6.994174003601074,268.85150146484375,True,True,11.863322146327636,0.558,0.442,0.010230885483384055,0.09254736025736844,3.73427320143518,1.7681148350917724,1000,90,1
